category_grouped,customer_state,state_share
furniture_bedroom,SP,0.47582033339267127
furniture_decor,AC,0.0019374002863319455
furniture_decor,AL,0.005779147370398658
furniture_decor,AM,0.00036229063692941164
furniture_decor,AP,0.00041537587062944424
furniture_decor,BA,0.034420172708249125
furniture_decor,CE,0.013411630466700396
furniture_decor,DF,0.01694412778043894
furniture_decor,ES,0.018170201463675026
furniture_decor,GO,0.017523184970272603
furniture_decor,MA,0.007020583161590143
furniture_decor,MG,0.10944610139536967
furniture_decor,MS,0.00795341250538589
furniture_decor,MT,0.009424747510722918
furniture_decor,PA,0.01312073758349583
furniture_decor,PB,0.006945247827847848
furniture_decor,PE,0.013726747785843298
furniture_decor,PI,0.0026721749011373486
furniture_decor,PR,0.06677981533925446
furniture_decor,RJ,0.13571558329347136
furniture_decor,RN,0.00464492467342876
furniture_decor,RO,0.0024471227925344104
furniture_decor,RR,0.0007459551237000191
furniture_decor,RS,0.0747907830635433
furniture_decor,SC,0.04390013507341391
furniture_decor,SE,0.005842703239412697
furniture_decor,SP,0.3828275125437434
furniture_decor,TO,0.0030321806324791695
furniture_living_room,AC,0.0015265485784835265
furniture_living_room,AL,0.01036034798687412
furniture_living_room,BA,0.037684900926629475
furniture_living_room,CE,0.007883987824849871
furniture_living_room,DF,0.019240925385886815
furniture_living_room,ES,0.021861182462552035
furniture_living_room,GO,0.020308199147353316
furniture_living_room,MA,0.026226362029695863
furniture_living_room,MG,0.10819140082612
furniture_living_room,MS,0.006724882086707546
furniture_living_room,MT,0.007294837997014715
furniture_living_room,PA,0.0025079669124445894
furniture_living_room,PB,0.008051216267982948
